"STUDY (ASN)","PRIOR ASN","STATUS","DETERMINATION","ENTERED DATE","RECEIVED DATE","COMPLETION DATE","EXPIRATION DATE","LATITUDE","LONGITUDE","SURVEY_ACCURACY","MARKING LIGHTING TYPE","MARKING LIGHTING TYPE OTHER","STRUCTURE NAME","STRUCTURE CITY","STRUCTURE COUNTY NAME","STRUCTURE COUNTY ID","STRUCTURE STATE","NEAREST AIRPORT","DISTANCE FROM AIRPORT","DIRECTION FROM AIRPORT","ON AIRPORT","PROPOSAL DESCRIPTION","LOCATION DESCRIPTION","NOTICE OF","DURATION","DURATION DAYS","DURATION MONTHS","WORK SCHEDULE BEGINNING DATE","WORK SCHEDULE ENDING DATE","DATE BUILT","FCC NUMBER","STRUCTURE TYPE","AGL HEIGHT DET","AGL HEIGHT DNE","AGL HEIGHT PROPOSED","ELEVATION","AMSL HEIGHT DET","AMSL HEIGHT DNE","AMSL HEIGHT PROPOSED","REPRESENTATIVE NAME ","SPONSOR NAME ","SIGNATURE CONTROL NUMBER ","FREQUENCY_JSON "
"2025-ANE-546-OE","","Determined - No Hazard","No Hazard","2025-03-03","2025-03-03","2025-04-18","","44.57041667","-69.78133333","4D","","","Oakland","Oakland","Kennebec","11.0","ME","WATERVILLE RGNL","30731.0","296.2","","Applicant proposes to construct a 200' tower for wireless communications.","Mutton Hill","New Construction","Permanent","","","","","","1331849.0","TOWER","200.0","","200.0","568.0","768.0","","768.0","Kevin Delaney","Industrial Tower and Wireless, LLC.","649076201-654292889","{""frequencies"":[{""band"":{""value"":[806,824],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":1,""purpose"":""colo_void""},{""band"":{""value"":[824,849],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":2,""purpose"":""colo_void""},{""band"":{""value"":[851,866],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":3,""purpose"":""colo_void""},{""band"":{""value"":[869,894],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":4,""purpose"":""colo_void""},{""band"":{""value"":[896,901],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":5,""purpose"":""colo_void""},{""band"":{""value"":[901,902],""uom"":""MHz""},""erp"":{""value"":7,""uom"":""W""},""standard"":6,""purpose"":""colo_void""},{""band"":{""value"":[930,931],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":7,""purpose"":""colo_void""},{""band"":{""value"":[931,932],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":8,""purpose"":""colo_void""},{""band"":{""value"":[932,932.5],""uom"":""MHz""},""erp"":{""value"":17,""uom"":""dBW""},""standard"":9,""purpose"":""colo_void""},{""band"":{""value"":[935,940],""uom"":""MHz""},""erp"":{""value"":1000,""uom"":""W""},""standard"":10,""purpose"":""colo_void""},{""band"":{""value"":[940,941],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":11,""purpose"":""colo_void""},{""band"":{""value"":[1850,1910],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":12,""purpose"":""colo_void""},{""band"":{""value"":[1930,1990],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":13,""purpose"":""colo_void""},{""band"":{""value"":[2305,2310],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":14,""purpose"":""colo_void""},{""band"":{""value"":[2345,2360],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":15,""purpose"":""colo_void""},{""band"":{""value"":[698,806],""uom"":""MHz""},""erp"":{""value"":1000,""uom"":""W""},""standard"":16,""purpose"":""colo_void""},{""band"":{""value"":[6,7],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":76,""purpose"":""colo_void""},{""band"":{""value"":[10,11.7],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":77,""purpose"":""colo_void""},{""band"":{""value"":[17.7,19.7],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":78,""purpose"":""colo_void""},{""band"":{""value"":[21.2,23.6],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":79,""purpose"":""colo_void""},{""band"":{""value"":[806,901],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":80,""purpose"":""colo_void""},{""band"":{""value"":[929,932],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":81,""purpose"":""colo_void""},{""band"":{""value"":[1670,1675],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":82,""purpose"":""colo_void""},{""band"":{""value"":[1710,1755],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":83,""purpose"":""colo_void""},{""band"":{""value"":[1850,1990],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":84,""purpose"":""colo_void""},{""band"":{""value"":[1990,2025],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":85,""purpose"":""colo_void""},{""band"":{""value"":[2110,2200],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":86,""purpose"":""colo_void""},{""band"":{""value"":[2305,2360],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":87,""purpose"":""colo_void""},{""band"":{""value"":[2496,2690],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":88,""purpose"":""colo_void""},{""band"":{""value"":[6,7],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":89,""purpose"":""colo_void""},{""band"":{""value"":[10,11.7],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":90,""purpose"":""colo_void""},{""band"":{""value"":[17.7,19.7],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":91,""purpose"":""colo_void""},{""band"":{""value"":[21.2,23.6],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":92,""purpose"":""colo_void""},{""band"":{""value"":[614,698],""uom"":""MHz""},""erp"":{""value"":1000,""uom"":""W""},""standard"":93,""purpose"":""data_entry""},{""band"":{""value"":[614,698],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":94,""purpose"":""data_entry""},{""band"":{""value"":[24,40],""uom"":""GHz""},""erp"":{""value"":75,""uom"":""dBm""},""standard"":false},{""band"":{""value"":[3450,3550],""uom"":""MHz""},""erp"":{""value"":3280,""uom"":""W""},""standard"":false},{""band"":{""value"":[3550,3700],""uom"":""MHz""},""erp"":{""value"":3280,""uom"":""W""},""standard"":false},{""band"":{""value"":[3700,3980],""uom"":""MHz""},""erp"":{""value"":3280,""uom"":""W""},""standard"":false},{""band"":{""value"":[27500,28350],""uom"":""MHz""},""erp"":{""value"":75,""uom"":""dBm""},""standard"":false},{""band"":{""value"":[29100,29250],""uom"":""MHz""},""erp"":{""value"":75,""uom"":""dBm""},""standard"":false},{""band"":{""value"":[31000,31225],""uom"":""MHz""},""erp"":{""value"":75,""uom"":""dBm""},""standard"":false},{""band"":{""value"":[31225,31300],""uom"":""MHz""},""erp"":{""value"":75,""uom"":""dBm""},""standard"":false},{""band"":{""value"":[38600,40000],""uom"":""MHz""},""erp"":{""value"":75,""uom"":""dBm""},""standard"":false}]}"
"2025-ANE-547-NRA","","Determined - No Hazard","To Proponent","2025-03-07","2025-03-07","2025-04-17","2026-10-17","42.71234167","-71.12527778","4D","","","","LAWRENCE","Essex","9.0","MA","LAWRENCE MUNI","0.0","","Y","Runway 5 End Drainage Improvements - Haul Route / Staging Area","","New Construction","Temporary","15.0","1.0","2025-07-28","2025-09-10","","","CONSTRUCTION$VEHICLE","","","15.0","139.0","","","154.0","Stantec","Lawrence Municipal Airport","",""
"2025-ANE-547-OE","","Determined - No Hazard","No Hazard","2025-03-03","2025-03-03","2025-04-14","2026-10-14","41.92247222","-72.71365833","4D","Red lights and flags","","CRANE","HARTFORD","Hartford","3.0","CT","BRADLEY INTL","10008.0","232.9","","Crane needed to remove and replace HVAC equipment. Once equipment arrives we will only need a couple hours with the crane boom in the air.I can perform this pick with 60' of boom out.","Crane would be setup on the west side of building","New Construction","Temporary","0.0","4.0","2025-04-01","2025-08-01","","","CRANE","60.0","","60.0","180.0","240.0","","240.0","Summit Crane Company","BRIAN LEFRANCOIS","649085702-653729310",""
"2025-ANE-548-NRA","","Determined - No Hazard","To Proponent","2025-03-07","2025-03-07","2025-04-17","2026-10-17","42.710575","-71.12755278","4D","","","","LAWRENCE","Essex","9.0","MA","LAWRENCE MUNI","0.0","","Y","Runway 5 End Drainage Improvements - Haul Route / Staging Area","","New Construction","Temporary","15.0","1.0","2025-07-28","2025-09-10","","","CONSTRUCTION$VEHICLE","","","15.0","132.0","","","147.0","Stantec","Lawrence Municipal Airport","",""
"2025-ANE-548-OE","2020-ANE-4450-OE","Determined - No Hazard","No Hazard","2025-03-03","2025-03-03","2025-03-13","","43.515","-71.63666668","4D","","","NH13786-A","Sanbornton","Belknap","1.0","NH","NEWFOUND VALLEY","41233.0","132.3","","Adds discrete frequencies. Corrects structure height to 132' AGL.","See the FAA map","Existing","Permanent","","","","","","1248718.0","TOWER$ANTENNA","132.0","","132.0","801.0","933.0","","933.0","Clinton Papenfuss","SBA Towers","649089102-650282516","{""frequencies"":[{""band"":{""value"":[806,824],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":1,""purpose"":""colo_void""},{""band"":{""value"":[824,849],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":2,""purpose"":""colo_void""},{""band"":{""value"":[851,866],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":3,""purpose"":""colo_void""},{""band"":{""value"":[869,894],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":4,""purpose"":""colo_void""},{""band"":{""value"":[896,901],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":5,""purpose"":""colo_void""},{""band"":{""value"":[901,902],""uom"":""MHz""},""erp"":{""value"":7,""uom"":""W""},""standard"":6,""purpose"":""colo_void""},{""band"":{""value"":[930,931],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":7,""purpose"":""colo_void""},{""band"":{""value"":[931,932],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":8,""purpose"":""colo_void""},{""band"":{""value"":[932,932.5],""uom"":""MHz""},""erp"":{""value"":17,""uom"":""dBW""},""standard"":9,""purpose"":""colo_void""},{""band"":{""value"":[935,940],""uom"":""MHz""},""erp"":{""value"":1000,""uom"":""W""},""standard"":10,""purpose"":""colo_void""},{""band"":{""value"":[940,941],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":11,""purpose"":""colo_void""},{""band"":{""value"":[1850,1910],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":12,""purpose"":""colo_void""},{""band"":{""value"":[1930,1990],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":13,""purpose"":""colo_void""},{""band"":{""value"":[2305,2310],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":14,""purpose"":""colo_void""},{""band"":{""value"":[2345,2360],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":15,""purpose"":""colo_void""},{""band"":{""value"":[698,806],""uom"":""MHz""},""erp"":{""value"":1000,""uom"":""W""},""standard"":16,""purpose"":""colo_void""},{""band"":{""value"":[6,7],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":76,""purpose"":""colo_void""},{""band"":{""value"":[10,11.7],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":77,""purpose"":""colo_void""},{""band"":{""value"":[17.7,19.7],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":78,""purpose"":""colo_void""},{""band"":{""value"":[21.2,23.6],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":79,""purpose"":""colo_void""},{""band"":{""value"":[806,901],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":80,""purpose"":""colo_void""},{""band"":{""value"":[929,932],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":81,""purpose"":""colo_void""},{""band"":{""value"":[1670,1675],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":82,""purpose"":""colo_void""},{""band"":{""value"":[1710,1755],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":83,""purpose"":""colo_void""},{""band"":{""value"":[1850,1990],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":84,""purpose"":""colo_void""},{""band"":{""value"":[1990,2025],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":85,""purpose"":""colo_void""},{""band"":{""value"":[2110,2200],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":86,""purpose"":""colo_void""},{""band"":{""value"":[2305,2360],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":87,""purpose"":""colo_void""},{""band"":{""value"":[2496,2690],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":88,""purpose"":""colo_void""},{""band"":{""value"":[6,7],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":89,""purpose"":""colo_void""},{""band"":{""value"":[10,11.7],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":90,""purpose"":""colo_void""},{""band"":{""value"":[17.7,19.7],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":91,""purpose"":""colo_void""},{""band"":{""value"":[21.2,23.6],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":92,""purpose"":""colo_void""},{""band"":{""value"":[614,698],""uom"":""MHz""},""erp"":{""value"":1000,""uom"":""W""},""standard"":93,""purpose"":""data_entry""},{""band"":{""value"":[614,698],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":94,""purpose"":""data_entry""},{""band"":{""value"":[3700,3980],""uom"":""MHz""},""erp"":{""value"":3280,""uom"":""W""},""standard"":false},{""band"":{""value"":[3700,3980],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":false}]}"
"2025-ANE-549-NRA","","Determined - No Hazard","To Proponent","2025-03-07","2025-03-07","2025-04-17","2026-10-17","42.71030278","-71.12746944","4D","","","","LAWRENCE","Essex","9.0","MA","LAWRENCE MUNI","0.0","","Y","Runway 5 End Drainage Improvements - Haul Route / Staging Area","","New Construction","Temporary","15.0","1.0","2025-07-28","2025-09-10","","","CONSTRUCTION$VEHICLE","","","15.0","127.0","","","142.0","Stantec","Lawrence Municipal Airport","",""
"2025-ANE-549-OE","2022-ANE-1973-OE","Determined - No Hazard","No Hazard","2025-03-03","2025-03-03","2025-03-13","","43.12086111","-71.44286111","4D","","","775351 Allenstown","Allenstown","Merrimack","13.0","NH","CONCORD MUNI","33788.0","152.0","","re-filing to add frequencies only  no other data is changing","near 24 Allenstown Rd","Alteration","Permanent","","","","","","1250099.0","POLE$MONO","185.0","","185.0","402.0","587.0","","587.0","Wireless Applications Corporation","US Cellular Corporation Regulatory","649099014-650283069","{""frequencies"":[{""band"":{""value"":[806,824],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":1,""purpose"":""colo_void""},{""band"":{""value"":[824,849],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":2,""purpose"":""colo_void""},{""band"":{""value"":[851,866],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":3,""purpose"":""colo_void""},{""band"":{""value"":[869,894],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":4,""purpose"":""colo_void""},{""band"":{""value"":[896,901],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":5,""purpose"":""colo_void""},{""band"":{""value"":[901,902],""uom"":""MHz""},""erp"":{""value"":7,""uom"":""W""},""standard"":6,""purpose"":""colo_void""},{""band"":{""value"":[930,931],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":7,""purpose"":""colo_void""},{""band"":{""value"":[931,932],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":8,""purpose"":""colo_void""},{""band"":{""value"":[932,932.5],""uom"":""MHz""},""erp"":{""value"":17,""uom"":""dBW""},""standard"":9,""purpose"":""colo_void""},{""band"":{""value"":[935,940],""uom"":""MHz""},""erp"":{""value"":1000,""uom"":""W""},""standard"":10,""purpose"":""colo_void""},{""band"":{""value"":[940,941],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":11,""purpose"":""colo_void""},{""band"":{""value"":[1850,1910],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":12,""purpose"":""colo_void""},{""band"":{""value"":[1930,1990],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":13,""purpose"":""colo_void""},{""band"":{""value"":[2305,2310],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":14,""purpose"":""colo_void""},{""band"":{""value"":[2345,2360],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":15,""purpose"":""colo_void""},{""band"":{""value"":[698,806],""uom"":""MHz""},""erp"":{""value"":1000,""uom"":""W""},""standard"":16,""purpose"":""colo_void""},{""band"":{""value"":[6,7],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":76,""purpose"":""colo_void""},{""band"":{""value"":[10,11.7],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":77,""purpose"":""colo_void""},{""band"":{""value"":[17.7,19.7],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":78,""purpose"":""colo_void""},{""band"":{""value"":[21.2,23.6],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":79,""purpose"":""colo_void""},{""band"":{""value"":[806,901],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":80,""purpose"":""colo_void""},{""band"":{""value"":[929,932],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":81,""purpose"":""colo_void""},{""band"":{""value"":[1670,1675],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":82,""purpose"":""colo_void""},{""band"":{""value"":[1710,1755],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":83,""purpose"":""colo_void""},{""band"":{""value"":[1850,1990],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":84,""purpose"":""colo_void""},{""band"":{""value"":[1990,2025],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":85,""purpose"":""colo_void""},{""band"":{""value"":[2110,2200],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":86,""purpose"":""colo_void""},{""band"":{""value"":[2305,2360],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":87,""purpose"":""colo_void""},{""band"":{""value"":[2496,2690],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":88,""purpose"":""colo_void""},{""band"":{""value"":[6,7],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":89,""purpose"":""colo_void""},{""band"":{""value"":[10,11.7],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":90,""purpose"":""colo_void""},{""band"":{""value"":[17.7,19.7],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":91,""purpose"":""colo_void""},{""band"":{""value"":[21.2,23.6],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":92,""purpose"":""colo_void""},{""band"":{""value"":[614,698],""uom"":""MHz""},""erp"":{""value"":1000,""uom"":""W""},""standard"":93,""purpose"":""data_entry""},{""band"":{""value"":[614,698],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":94,""purpose"":""data_entry""},{""band"":{""value"":[1710,1755],""uom"":""MHz""},""erp"":{""value"":3280,""uom"":""W""},""standard"":false},{""band"":{""value"":[1755,1780],""uom"":""MHz""},""erp"":{""value"":3280,""uom"":""W""},""standard"":false},{""band"":{""value"":[1930,1995],""uom"":""MHz""},""erp"":{""value"":3280,""uom"":""W""},""standard"":false},{""band"":{""value"":[2110,2200],""uom"":""MHz""},""erp"":{""value"":3280,""uom"":""W""},""standard"":false},{""band"":{""value"":[3550,3700],""uom"":""MHz""},""erp"":{""value"":47,""uom"":""dBm""},""standard"":false},{""band"":{""value"":[3700,3980],""uom"":""MHz""},""erp"":{""value"":3280,""uom"":""W""},""standard"":false},{""band"":{""value"":[24250,25250],""uom"":""MHz""},""erp"":{""value"":75,""uom"":""dBm""},""standard"":false},{""band"":{""value"":[27500,28350],""uom"":""MHz""},""erp"":{""value"":75,""uom"":""dBm""},""standard"":false},{""band"":{""value"":[37000,38600],""uom"":""MHz""},""erp"":{""value"":75,""uom"":""dBm""},""standard"":false},{""band"":{""value"":[38600,40000],""uom"":""MHz""},""erp"":{""value"":75,""uom"":""dBm""},""standard"":false}]}"
"2025-ANE-550-NRA","","Determined - No Hazard","To Proponent","2025-03-07","2025-03-07","2025-04-17","2026-10-17","42.70967778","-71.12813056","4D","","","","LAWRENCE","Essex","9.0","MA","LAWRENCE MUNI","0.0","","Y","Runway 5 End Drainage Improvements - Haul Route / Staging Area","","New Construction","Temporary","15.0","1.0","2025-07-28","2025-09-10","","","CONSTRUCTION$VEHICLE","","","35.0","120.0","","","155.0","Stantec","Lawrence Municipal Airport","",""
"2025-ANE-550-OE","","Determined - No Hazard","No Hazard","2025-03-03","2025-03-03","2025-03-17","2026-09-17","43.28436944","-70.92541944","4D","","","Manufacturing Addition Corner 1","Rochester","Strafford","17.0","NH","SKYHAVEN","1101.0","87.4","","2 375 SF Manufacturing Addition","Manufacturing Addition Corner 1","New Construction","Permanent","","","","","","","BUILDING$COMMERCIAL","52.0","","52.0","298.0","350.0","","350.0","TFMORAN, INC.","Albany International Techniweave, Inc.","649109375-650690238",""
"2025-ANE-551-NRA","","Determined - No Hazard","To Proponent","2025-03-07","2025-03-07","2025-04-17","2026-10-17","42.70974444","-71.12771389","4D","","","","LAWRENCE","Essex","9.0","MA","LAWRENCE MUNI","0.0","","Y","Runway 5 End Drainage Improvements - Haul Route / Staging Area","","New Construction","Temporary","15.0","1.0","2025-07-28","2025-09-10","","","CONSTRUCTION$VEHICLE","","","35.0","122.0","","","157.0","Stantec","Lawrence Municipal Airport","",""
"2025-ANE-551-OE","","Determined - No Hazard","No Hazard","2025-03-03","2025-03-03","2025-03-17","2026-09-17","43.28447778","-70.9253","4D","","","Manufacturing Addition Corner 2","Rochester","Strafford","17.0","NH","SKYHAVEN","1135.0","85.5","","2 375 SF Manufacturing Addition","Manufacturing Addition Corner 2","New Construction","Permanent","","","","","","","BUILDING$COMMERCIAL","52.0","","52.0","298.0","350.0","","350.0","TFMORAN, INC.","Albany International Techniweave, Inc.","649109376-650690241",""
"2025-ANE-552-NRA","","Determined - No Hazard","To Proponent","2025-03-07","2025-03-07","2025-04-17","2026-10-17","42.71003889","-71.12733611","4D","","","","LAWRENCE","Essex","9.0","MA","LAWRENCE MUNI","0.0","","Y","Runway 5 End Drainage Improvements - Haul Route / Staging Area","","New Construction","Temporary","15.0","1.0","2025-07-28","2025-09-10","","","CONSTRUCTION$VEHICLE","","","35.0","123.0","","","158.0","Stantec","Lawrence Municipal Airport","",""
"2025-ANE-552-OE","","Determined - No Hazard","No Hazard","2025-03-03","2025-03-03","2025-03-17","2026-09-17","43.28440833","-70.92518333","4D","","","Manufacturing Addition Corner 3","Rochester","Strafford","17.0","NH","SKYHAVEN","1164.0","86.9","","2 375 SF Manufacturing Addition","Manufacturing Addition Corner 3","New Construction","Permanent","","","","","","","BUILDING$COMMERCIAL","52.0","","52.0","298.0","350.0","","350.0","TFMORAN, INC.","Albany International Techniweave, Inc.","649109377-650690239",""
"2025-ANE-553-NRA","","Determined - No Hazard","To Proponent","2025-03-07","2025-03-07","2025-04-17","2026-10-17","42.71041111","-71.12734722","4D","","","","LAWRENCE","Essex","9.0","MA","LAWRENCE MUNI","0.0","","Y","Runway 5 End Drainage Improvements - Haul Route / Staging Area","","New Construction","Temporary","15.0","1.0","2025-07-28","2025-09-10","","","CONSTRUCTION$VEHICLE","","","35.0","128.0","","","163.0","Stantec","Lawrence Municipal Airport","",""
"2025-ANE-553-OE","","Determined - No Hazard","No Hazard","2025-03-03","2025-03-03","2025-03-17","2026-09-17","43.2843","-70.9253","4D","","","Manufacturing Addition Corner 4","Rochester","Strafford","17.0","NH","SKYHAVEN","1132.0","88.8","","2 375 SF Manufacturing Addition","Manufacturing Addition Corner 4","New Construction","Permanent","","","","","","","BUILDING$COMMERCIAL","52.0","","52.0","298.0","350.0","","350.0","TFMORAN, INC.","Albany International Techniweave, Inc.","649109378-650690240",""
"2025-ANE-554-NRA","","Determined - No Hazard","To Proponent","2025-03-07","2025-03-07","2025-04-09","2026-10-09","42.70995","-71.12916111","4D","","","","LAWRENCE","Essex","9.0","MA","LAWRENCE MUNI","0.0","","Y","Runway 5 End Drainage Improvements - Work Area A","","New Construction","Temporary","15.0","1.0","2025-07-28","2025-09-10","","","CONSTRUCTION$VEHICLE","","","35.0","109.0","","","144.0","Stantec","Lawrence Municipal Airport","",""
"2025-ANE-555-NRA","","Determined - No Hazard","To Proponent","2025-03-07","2025-03-07","2025-04-09","2026-10-09","42.70979722","-71.12936389","4D","","","","LAWRENCE","Essex","9.0","MA","LAWRENCE MUNI","0.0","","Y","Runway 5 End Drainage Improvements - Work Area A","","New Construction","Temporary","15.0","1.0","2025-07-28","2025-09-10","","","CONSTRUCTION$VEHICLE","","","35.0","96.0","","","131.0","Stantec","Lawrence Municipal Airport","",""
"2025-ANE-556-NRA","","Determined - No Hazard","To Proponent","2025-03-07","2025-03-07","2025-04-09","2026-10-09","42.70955278","-71.12841944","4D","","","","LAWRENCE","Essex","9.0","MA","LAWRENCE MUNI","0.0","","Y","Runway 5 End Drainage Improvements - Work Area A","","New Construction","Temporary","15.0","1.0","2025-07-28","2025-09-10","","","CONSTRUCTION$VEHICLE","","","35.0","105.0","","","140.0","Stantec","Lawrence Municipal Airport","",""
"2025-ANE-557-NRA","","Determined - No Hazard","To Proponent","2025-03-07","2025-03-07","2025-04-09","2026-10-09","42.70965","-71.12831389","4D","","","","LAWRENCE","Essex","9.0","MA","LAWRENCE MUNI","0.0","","Y","Runway 5 End Drainage Improvements - Work Area A","","New Construction","Temporary","15.0","1.0","2025-07-28","2025-09-10","","","CONSTRUCTION$VEHICLE","","","35.0","115.0","","","150.0","Stantec","Lawrence Municipal Airport","",""
"2025-ANE-558-NRA","","Determined - No Hazard","To Proponent","2025-03-07","2025-03-07","2025-04-09","2026-10-09","42.70973889","-71.12925278","4D","","","","LAWRENCE","Essex","9.0","MA","LAWRENCE MUNI","0.0","","Y","Runway 5 End Drainage Improvements - Work Area B","","New Construction","Temporary","15.0","1.0","2025-07-28","2025-09-10","","","CONSTRUCTION$VEHICLE","","","35.0","94.0","","","129.0","Stantec","Lawrence Municipal Airport","",""
